pack,card_number,card_name,card_element,card_type,card_rarity,tradeable,image_url
Genetic Apex,25,Scyther,Grass,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_025_EN.webp
Genetic Apex,26,Pinsir,Grass,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_026_EN.webp
Genetic Apex,27,Cottonee,Grass,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_027_EN.webp
Genetic Apex,28,Whimsicott,Grass,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_028_EN.webp
Genetic Apex,29,Petilil,Grass,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_029_EN.webp
Genetic Apex,30,Lilligant,Grass,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_030_EN.webp
Genetic Apex,31,Skiddo,Grass,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_031_EN.webp
Genetic Apex,32,Gogoat,Grass,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_032_EN.webp
Genetic Apex,33,Charmander,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_033_EN.webp
Genetic Apex,34,Charmeleon,Fire,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_034_EN.webp
Genetic Apex,35,Charizard,Fire,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_035_EN.webp
Genetic Apex,36,Charizard ex,Fire,Stage,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_036_EN.webp
Genetic Apex,37,Vulpix,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_037_EN.webp
Genetic Apex,38,Ninetales,Fire,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_038_EN.webp
Genetic Apex,39,Growlithe,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_039_EN.webp
Genetic Apex,40,Arcanine,Fire,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_040_EN.webp
Genetic Apex,41,Arcanine ex,Fire,Stage,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_041_EN.webp
Genetic Apex,42,Ponyta,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_042_EN.webp
Genetic Apex,43,Rapidash,Fire,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_043_EN.webp
Genetic Apex,44,Magmar,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_044_EN.webp
Genetic Apex,45,Flareon,Fire,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_045_EN.webp
Genetic Apex,46,Moltres,Fire,Basic,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_046_EN.webp
Genetic Apex,47,Moltres ex,Fire,Basic,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_047_EN.webp
Genetic Apex,48,Heatmor,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_048_EN.webp
Genetic Apex,49,Salandit,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_049_EN.webp
Genetic Apex,50,Salazzle,Fire,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_050_EN.webp
Genetic Apex,51,Sizzlipede,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_051_EN.webp
Genetic Apex,52,Centiskorch,Fire,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_052_EN.webp
Genetic Apex,53,Squirtle,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_053_EN.webp
Genetic Apex,54,Wartortle,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_054_EN.webp
Genetic Apex,55,Blastoise,Water,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_055_EN.webp
Genetic Apex,56,Blastoise ex,Water,Stage,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_056_EN.webp
Genetic Apex,57,Psyduck,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_057_EN.webp
Genetic Apex,58,Golduck,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_058_EN.webp
Genetic Apex,59,Poliwag,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_059_EN.webp
Genetic Apex,60,Poliwhirl,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_060_EN.webp
Genetic Apex,61,Poliwrath,Water,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_061_EN.webp
Genetic Apex,62,Tentacool,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_062_EN.webp
Genetic Apex,63,Tentacruel,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_063_EN.webp
Genetic Apex,64,Seel,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_064_EN.webp
Genetic Apex,65,Dewgong,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_065_EN.webp
Genetic Apex,66,Shellder,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_066_EN.webp
Genetic Apex,67,Cloyster,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_067_EN.webp
Genetic Apex,68,Krabby,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_068_EN.webp
Genetic Apex,69,Kingler,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_069_EN.webp
Genetic Apex,70,Horsea,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_070_EN.webp
Genetic Apex,71,Seadra,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_071_EN.webp
Genetic Apex,72,Goldeen,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_072_EN.webp
Genetic Apex,73,Seaking,Water,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_073_EN.webp
Genetic Apex,74,Staryu,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_074_EN.webp
Genetic Apex,75,Starmie,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_075_EN.webp
Genetic Apex,76,Starmie ex,Water,Stage,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_076_EN.webp
Genetic Apex,77,Magikarp,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_077_EN.webp
Genetic Apex,78,Gyarados,Water,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_078_EN.webp
Genetic Apex,79,Lapras,Water,Basic,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_079_EN.webp
Genetic Apex,80,Vaporeon,Water,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_080_EN.webp
Genetic Apex,81,Omanyte,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_081_EN.webp
Genetic Apex,82,Omastar,Water,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_082_EN.webp
Genetic Apex,83,Articuno,Water,Basic,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_083_EN.webp
Genetic Apex,84,Articuno ex,Water,Basic,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_084_EN.webp
Genetic Apex,85,Ducklett,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_085_EN.webp
Genetic Apex,86,Swanna,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_086_EN.webp
Genetic Apex,87,Froakie,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_087_EN.webp
Genetic Apex,88,Frogadier,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_088_EN.webp
Genetic Apex,89,Greninja,Water,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_089_EN.webp
Genetic Apex,90,Pyukumuku,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_090_EN.webp
Genetic Apex,91,Bruxish,Water,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_091_EN.webp
Genetic Apex,92,Snom,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_092_EN.webp
Genetic Apex,93,Frosmoth,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_093_EN.webp
Genetic Apex,94,Pikachu,Lightning,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_094_EN.webp
Genetic Apex,95,Raichu,Lightning,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_095_EN.webp
Genetic Apex,96,Pikachu ex,Lightning,Basic,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_096_EN.webp
Genetic Apex,97,Magnemite,Lightning,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_097_EN.webp
Genetic Apex,98,Magneton,Lightning,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_098_EN.webp
Genetic Apex,99,Voltorb,Lightning,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_099_EN.webp
Genetic Apex,100,Electrode,Lightning,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_100_EN.webp
Genetic Apex,101,Electabuzz,Lightning,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_101_EN.webp
Genetic Apex,102,Jolteon,Lightning,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_102_EN.webp
Genetic Apex,103,Zapdos,Lightning,Basic,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_103_EN.webp
Genetic Apex,104,Zapdos ex,Lightning,Basic,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_104_EN.webp
Genetic Apex,105,Blitzle,Lightning,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_105_EN.webp
Genetic Apex,106,Zebstrika,Lightning,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_106_EN.webp
Genetic Apex,107,Tynamo,Lightning,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_107_EN.webp
Genetic Apex,108,Eelektrik,Lightning,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_108_EN.webp
Genetic Apex,109,Eelektross,Lightning,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_109_EN.webp
Genetic Apex,110,Helioptile,Lightning,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_110_EN.webp
Genetic Apex,111,Heliolisk,Lightning,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_111_EN.webp
Genetic Apex,112,Pincurchin,Lightning,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_112_EN.webp
Genetic Apex,113,Clefairy,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_113_EN.webp
Genetic Apex,114,Clefable,Psychic,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_114_EN.webp
Genetic Apex,115,Abra,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_115_EN.webp
Genetic Apex,116,Kadabra,Psychic,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_116_EN.webp
Genetic Apex,117,Alakazam,Psychic,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_117_EN.webp
Genetic Apex,118,Slowpoke,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_118_EN.webp
Genetic Apex,119,Slowbro,Psychic,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_119_EN.webp
Genetic Apex,120,Gastly,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_120_EN.webp
Genetic Apex,121,Haunter,Psychic,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_121_EN.webp
Genetic Apex,122,Gengar,Psychic,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_122_EN.webp
Genetic Apex,123,Gengar ex,Psychic,Stage,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_123_EN.webp
Genetic Apex,124,Drowzee,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_124_EN.webp
Genetic Apex,125,Hypno,Psychic,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_125_EN.webp
Genetic Apex,126,Mr. Mime,Psychic,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_126_EN.webp
Genetic Apex,127,Jynx,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_127_EN.webp
Genetic Apex,128,Mewtwo,Psychic,Basic,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_128_EN.webp
Genetic Apex,129,Mewtwo ex,Psychic,Basic,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_129_EN.webp
Genetic Apex,130,Ralts,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_130_EN.webp
Genetic Apex,131,Kirlia,Psychic,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_131_EN.webp
Genetic Apex,132,Gardevoir,Psychic,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_132_EN.webp
Genetic Apex,133,Woobat,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_133_EN.webp
Genetic Apex,134,Swoobat,Psychic,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_134_EN.webp
Genetic Apex,135,Golett,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_135_EN.webp
Genetic Apex,136,Golurk,Psychic,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_136_EN.webp
Genetic Apex,137,Sandshrew,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_137_EN.webp
Genetic Apex,138,Sandslash,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_138_EN.webp
Genetic Apex,139,Diglett,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_139_EN.webp
Genetic Apex,140,Dugtrio,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_140_EN.webp
Genetic Apex,141,Mankey,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_141_EN.webp
Genetic Apex,142,Primeape,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_142_EN.webp
Genetic Apex,143,Machop,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_143_EN.webp
Genetic Apex,144,Machoke,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_144_EN.webp
Genetic Apex,145,Machamp,Fighting,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_145_EN.webp
Genetic Apex,146,Machamp ex,Fighting,Stage,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_146_EN.webp
Genetic Apex,147,Geodude,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_147_EN.webp
Genetic Apex,148,Graveler,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_148_EN.webp
Genetic Apex,149,Golem,Fighting,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_149_EN.webp
Genetic Apex,150,Onix,Fighting,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_150_EN.webp
Genetic Apex,151,Cubone,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_151_EN.webp
Genetic Apex,152,Marowak,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_152_EN.webp
Genetic Apex,153,Marowak ex,Fighting,Stage,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_153_EN.webp
Genetic Apex,154,Hitmonlee,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_154_EN.webp
Genetic Apex,155,Hitmonchan,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_155_EN.webp
Genetic Apex,156,Rhyhorn,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_156_EN.webp
Genetic Apex,157,Rhydon,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_157_EN.webp
Genetic Apex,158,Kabuto,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_158_EN.webp
Genetic Apex,159,Kabutops,Fighting,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_159_EN.webp
Genetic Apex,160,Mienfoo,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_160_EN.webp
Genetic Apex,161,Mienshao,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_161_EN.webp
Genetic Apex,162,Clobbopus,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_162_EN.webp
Genetic Apex,163,Grapploct,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_163_EN.webp
Genetic Apex,164,Ekans,Dark,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_164_EN.webp
Genetic Apex,165,Arbok,Dark,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_165_EN.webp
Genetic Apex,166,Nidoran♀,Dark,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_166_EN.webp
Genetic Apex,167,Nidorina,Dark,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_167_EN.webp
